путь,категории_ПДн,количество_находок,УЗ,формат_файла
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/39.04.02.pdf,ФИО:2; Религия/политика:2,4,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/07.04.01.pdf,Адрес:4,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/rasp2190-p_20121126.pdf,ФИО:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9F%D0%A3%D0%91%D0%9B%D0%98%D0%A7%D0%9D%D0%AB%D0%99%20%D0%9E%D0%A2%D0%A7%D0%81%D0%A2%20%D0%A2%D0%9A%20%D0%AE%D0%A4%D0%A3%202020_0.pdf,ФИО:10; Телефон:4; Email:1; Дата рождения:8; Адрес:1,24,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/П71-ОД_37.04.01 Психология.pdf,Дата рождения:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/2.2.14.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/44.04.01_spanish.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/mc201109.pdf,Email:12; Дата рождения:21,33,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9E%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D1%8B_%D0%B2%D0%BE%D1%81%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F.pdf,ФИО:1; Адрес:12,13,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/besp_s.pdf,Дата рождения:1; Адрес:2,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sved_o_d_f_n_2014.doc,ФИО:1,1,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sved_o_d_k_2015.xls,ФИО:1; Адрес:1,2,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/prikaz_N_675_ot_30.08.2018_.pdf,Дата рождения:26,26,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/dsu-symposium-2024.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ekol_prirod.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/tehn_int.pdf,ФИО:1; Дата рождения:3,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/pfhd_2024_02.pdf,Телефон:1; Дата рождения:2; ИНН:1,4,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/u_konsor.doc,ФИО:1; Email:41; Адрес:6,48,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9F%D0%9F_2025_19.01.2025_%D0%B8%D1%82%D0%BE%D0%B31.pdf,ФИО:26; Телефон:16; Email:3; Дата рождения:4; Адрес:4,53,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Prof.communication.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/KCP_asp_2025.pdf,Религия/политика:5,5,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Лицей ЮФУ_ПОЛОЖЕНИЕ о ВД.pdf,Дата рождения:7,7,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/gk6wsflsno7xkvnynehy33ugy7n098ue.pdf,Адрес:4,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Cutting-edge%20management%20in%20hotels%20and%20hospitality%20enterprises.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/TsKP_Biotekhnologia_biomeditsina_i_ekologicheskiy_monitoring_Babeshko.pdf,Телефон:1; Email:1,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/45.04.01_komm.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/41.04.04.pdf,Религия/политика:43,43,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Перечень документов.docx,ФИО:1; Телефон:2; Email:1; Адрес:1,5,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Call-for-papers_2024.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/السيرة الذاتية د. صبحي شرف عميد الكلية 13-3 - Copy.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sred_zp_adm_2017.pdf,ФИО:11,11,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus%20sample_Key%20Concepts%20in%20Urban%20and%20Cultural%20Studies.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Prikaz-1846_Application2-Act.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/cpgz2j07avd690b8sv0s21rxpuypsq9t.pdf,Дата рождения:7; Адрес:4,11,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_127-%D1%80%20%D0%90%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D1%8F.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/fb66cb01477a968bfe786611fb0eea9b.pdf,Адрес:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Порядок проведения.docx,Email:1; Дата рождения:1,2,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/protokol.pdf,ФИО:33; Телефон:1; Email:1; Дата рождения:1,36,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/MAG.docx,ФИО:4,4,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20Syllabus%20(Vocational%20Training%20Technologies).pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D1%81%D1%84%D0%B5%D1%80%D0%BD%D0%B0%D1%8F-%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D1%8C.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/goslicense.pdf,ФИО:5; Дата рождения:3; Адрес:4,12,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0386.%20%D0%A7%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%20%D0%B2%20%D0%BC%D0%B8%D1%80%D0%B5%20%D0%98%D0%98.pdf,ФИО:11,11,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus_Nedin.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sved_o_d_f_k_2014.docx,ФИО:2; Расовая/национальная принадлежность:1,3,1,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Anant-Ram-UGC.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/soglasie_leadplan.pdf,Email:3; Дата рождения:5; Адрес:2; ИНН:2,12,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Bid_Magistracy.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9F%D0%A4%D0%A5%D0%94%202022%20%20%20%D0%B8%D0%B7%D0%BC%2002%20%D1%81%20%D0%BE%D1%82%D1%82%D0%B8%D1%81%D0%BA%D0%BE%D0%BC.pdf,Телефон:1; Дата рождения:2; ИНН:1,4,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/The_SRC.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Catalogue_of_UNG_Equipment_and_Expertise_for_External_users.pdf,Email:87,87,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Sred_ZPL_Adm_2016.pdf,ФИО:11; Дата рождения:22,33,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/17_av1-202252.pdf,ФИО:2; Email:2; Дата рождения:8; Адрес:6,18,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/1C_Science-pattern.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/spisok_shablon.docx,ФИО:2,2,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus_Religions%20%20.pdf,Email:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Главный бухгалтер- Балашова ТН.xls,ФИО:1,1,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/pp-bsm.pdf,ФИО:14; Дата рождения:11; Здоровье:1,26,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus%20sample_Urban%20design%20project%205.%20Designing%20an%20environment%20based%20on%20the%20concept%20of%20identity.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/24n.pdf,Дата рождения:18,18,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Russian_Cultural_Studies.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/osn_soc_ped.pdf,Дата рождения:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sved_o_d_f_g_2014.docx,ФИО:15,15,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Ecology%20of%20the%20city.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.3.5.pdf,Религия/политика:1,1,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Aula_Hispánica_osen_2017.doc,ФИО:2; Email:2; Адрес:5,9,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/SFedU_.pdf,Email:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/П245-ОД Регламент проведения выборов заведующего кафедрой.pdf,Email:2; Религия/политика:10,12,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/lit_ino.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Area%20studies%20and%20tourist%20destinations.pdf,Телефон:1; Email:2,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.2.4_org.pdf,Дата рождения:17,17,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/44.04.01_ist.pdf,ФИО:4; Дата рождения:2; Религия/политика:7,13,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/GenerationS-info.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ConfPABCProgram_2023.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sved_o_d_f_j_2014.xls,ФИО:1,1,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/rasp_dop_mag.pdf,ФИО:1; Дата рождения:73,74,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/osn_serv.pdf,ФИО:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/e341c346955f24a09fba0a84d37a870a.pdf,Адрес:5,5,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sport_sover.pdf,ФИО:6; Дата рождения:5,11,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Otchet%202016.pdf,ФИО:22; Телефон:2; Дата рождения:7,31,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/gl_VII_exam_P120-OD_reglament_PK.pdf,Дата рождения:1; Религия/политика:1,2,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Главный бухгалтер сведения в рамках декларационной кампании.xls,ФИО:3,3,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ergo.pdf,ФИО:2; Адрес:1,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sved_o_d_r_2017.xls,ФИО:1,1,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/BCom_Brochure.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Ombadsuperson.pdf,Email:2; Дата рождения:9,11,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Сведения о доходах проректоров директоров филиалов и зам. главного бухгалтера ФГАОУ ВО ЮФУ 2020.xls,ФИО:2,2,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/2025-_.pdf,ФИО:1; Телефон:2,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Spisok_indiv_dostig.pdf,ФИО:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ID_2025.pdf,ФИО:4,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Otchet_2011.pdf,ФИО:1; Расовая/национальная принадлежность:1,2,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/03.04.03.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/pfhd_2024_01.pdf,Телефон:1; Дата рождения:2; ИНН:1,4,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/2.3.6.pdf,Адрес:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9F%D0%A4%D0%A5%D0%94%202022%20%20%20%D0%B8%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9%20%D1%81%20%D0%BE%D1%82%D1%82%D0%B8%D1%81%D0%BA%D0%BE%D0%BC.pdf,Телефон:1; Дата рождения:2; ИНН:1,4,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ipa2014%20(1).docx,ФИО:1,1,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/П1352 О стоимости в 2022_23гг 2х и последующих курсов.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/pfhd_2025_02.pdf,Телефон:1; Дата рождения:2; ИНН:1,4,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Protokol_0.pdf,ФИО:16; Телефон:1; Email:1; Адрес:1,19,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus%20ADVANCED%20PROBLEMS%20OF%20MATHEMATICAL%20PHYSICS.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Planes_Aula_Hispánica_2017_rus_vesna.doc,Email:2; Адрес:4,6,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/teacher_instruction_new.pdf,Телефон:1; Email:1,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/4a2be25626609e594edc147261ef747d.pdf,Адрес:5,5,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/user_registration_in_EBS_Lan.docx,Email:2,2,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/it_resh.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Pravila_priema_2025_v_SGUGiT_Bakalavriat_Specialitet.pdf,ФИО:10; Дата рождения:14; Расовая/национальная принадлежность:9,33,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Postanovlenie Pravitelstva N 568.pdf,Дата рождения:17,17,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/izveshenie-015.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_1532-%D1%80.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/osn_turism.pdf,Религия/политика:1,1,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/KD_SPA_2023.pdf,ФИО:3; Телефон:2; Email:1; Дата рождения:4; Адрес:2,12,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Ovsepyan%20Course%20syllabus.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0613%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B0%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%B5%D1%82%D0%B5%D0%BD%D1%86%D0%B8%D0%B9.pdf,ФИО:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Public Self Disclosure.pdf,Email:9,9,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus%20sample%20(International%20standards%20for%20legal%20-%20%D0%90%D1%80%D0%B7%D1%83%D0%BC%D0%B0%D0%BD%D1%8F%D0%BD).pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/2n8uitfe0x.pdf,ФИО:8,8,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/ВыпискаТемы-ВКР-ИНоЗ_2025-выпуска.pdf,ФИО:1; Адрес:1; Религия/политика:1,3,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/18n.pdf,Дата рождения:12,12,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%9F112-%D0%9E%D0%94_%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0%20%D0%B2%D0%BE%D1%81%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F.pdf,ФИО:4; Дата рождения:14,18,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/DGTU-conference-programm.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Prikaz-1928_Application1-Report_form.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_153-%D0%A0.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/1.5.pdf,ФИО:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F_%D0%9C%D0%A4%D0%A6.pdf,Телефон:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/1.1.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Structural_division_Report_Form.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Management%20advances%20in%20hospitality.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/politika-obrabotki-dannyh-tassru.docx,Email:1; Дата рождения:45,46,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20syllabus_Semiotic%20Studies%20in%20Russia%20and%20Development%20of%20the%20Humanities%20in%20Europe_2022.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/P982.pdf,ФИО:4; Расовая/национальная принадлежность:1,5,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Aula_Hispánica_osen_2018_rus.doc,Email:2; Адрес:2,4,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Rasporiagenie-1129-p_Application-sample.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Prikaz-1845_Application1-Report.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/google_terms_of_service_nl_eu.pdf,Email:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/1.2.2.pdf,Адрес:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/zayv_shablon.docx,ФИО:1,1,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%94%D0%BB%D1%8F%20%D1%81%D0%B0%D0%B9%D1%82%D0%B0%20%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B8%D0%B9%20%D0%B1%D0%B0%D0%BB%D0%BB%20%D0%B8%20%D0%95%D0%93%D0%AD%202021_22.pdf,ФИО:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/gl_V_exam_P120-OD_reglament_PK.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.2.6.pdf,Дата рождения:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/CartaCercetatoruluiCodul-de-Conduita.pdf,Дата рождения:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/45.04.01_tpimk.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/UGC-Public-Self-Disclosure-document.pdf,Email:12; ИНН:1,13,3,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/03.05.2024%20%20%D0%A0%D0%90%D0%A1_438-%D1%80-1_%205-%D0%BB%D0%B5%D1%82%D0%B8%D0%B5%20%D0%A2%D0%BE%D1%87%D0%BA%D0%B8%20%D0%BA%D0%B8%D0%BF%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%AE%D0%A4%D0%A3.pdf,ФИО:1; Дата рождения:2,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/pr10_15092012.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/83124a_7c666ad59fdd470f83e349daad57df65.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.8.1.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/wpm5skhpgcr5ncwf6dwz92dutt9ucc13.pdf,ФИО:19; Здоровье:1,20,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/emir-frandt-disclosure.pdf,Email:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Prilogenie_Structural_division-report_form.rtf,Email:1,1,4,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Согласие законного представителя.docx,Дата рождения:2; Адрес:1,3,4,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/prikaz_N_1022_ot_21.11.2018_.pdf,Дата рождения:14,14,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_303-%D1%80.pdf,Дата рождения:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/tehn_int_d.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20Syllabus%20(Preparation%20of%20Scientific%20Publications).pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Politika_privatnosti_UB.pdf,ФИО:1; Email:3,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/2025.pdf,Email:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/sostav_gr.xls,ФИО:124; Телефон:54; Email:261; Здоровье:10,449,1,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.8.pdf,Дата рождения:2,2,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/2190-4286-12-49-S1.pdf,Телефон:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.7.2.pdf,ФИО:1; Дата рождения:1; Религия/политика:7,9,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/v-profsoyuz-rabotnika-yufu2024.doc,ФИО:2; Дата рождения:2; Адрес:1,5,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/BRADBOOK%202013-V13.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/2.3.1_t.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/protokol_21.pdf,ФИО:19; Телефон:1; Email:1; Адрес:1,22,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/27.04.06.pdf,Дата рождения:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/BBA_Brochure_2025.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/eko_geo.pdf,ФИО:2; Религия/политика:6,8,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_419-%D1%80%20%D0%B4%D0%B5%D0%BD%D1%8C%20%D0%B2%D1%8B%D0%BF%D1%83%D1%81%D0%BA%D0%BD%D0%B8%D0%BA%D0%B0.pdf,ФИО:22; Email:1,23,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/FZ 273.rtf,Дата рождения:69,69,3,rtf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Декларация 2016г Новошахтинск.xls,ФИО:2,2,4,xls
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/44.04.04.pdf,ФИО:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.7.1.pdf,ФИО:1; Дата рождения:1; Религия/политика:7,9,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/izveshenie_014.pdf,Адрес:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Notification & Invitation - 11th Convocation of Manipal University Jaipur.pdf,Email:3,3,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Course%20Syllabus%20(Pedagogical%20Theory%20and%20Conceptions).pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/KD_013.pdf,Дата рождения:2; Адрес:3,5,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Raport_comisia_etica.pdf,Дата рождения:23,23,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Horario_Aula_Hispánica_marzo-junio-2021.docx,ФИО:1; Email:3; Расовая/национальная принадлежность:1,5,1,docx
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/49.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Регламент 10-ОД.pdf,Дата рождения:4,4,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/1.6.pdf,Религия/политика:1,1,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/mpt_2025.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5.5.2.pdf,ФИО:5; Адрес:4; Религия/политика:120,129,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/5-2-progDN.doc,Телефон:2; Дата рождения:16,18,4,doc
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/Excursion%20business.pdf,Email:1,1,4,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/program.pdf,ФИО:5; Адрес:2; Биометрия:2,9,1,pdf
/home/termit/hackathon_dataset/ПДнDataset/share/Прочее/VUZUFO.doc,ФИО:28,28,4,doc
